TIME,RPM,TPS,Tempmotor,Pressaocomb,Velocidade
1231.464,6929,21.6,93.4,2.87,33.5
1231.504,6749,10.7,93.6,2.87,34.1
1231.544,6694,7.4,93.8,2.87,34.6
1231.584,6641,6.2,93.6,2.86,35.3
1231.624,6693,5.8,93.1,2.88,35.3
1231.664,6597,6.0,92.7,2.88,35.0
1231.704,6535,6.4,92.5,2.88,35.2
1231.744,6462,7.3,92.5,2.88,35.3
1231.784,6386,7.4,92.1,2.87,35.5
1231.824,6328,7.3,91.8,2.87,35.3
1231.864,6236,7.1,91.7,2.87,34.9
1231.904,6150,6.9,92.2,2.88,35.1
1231.944,6027,6.6,93.0,2.88,35.3
1231.984,6015,6.5,93.2,2.88,34.4
1232.024,6143,7.1,92.9,2.87,33.7
1232.064,6174,7.9,92.7,2.88,33.9
1232.104,6049,7.9,92.7,2.88,33.8
1232.144,6089,7.9,93.0,2.87,32.4
1232.184,6101,8.8,92.8,2.87,31.6
1232.224,6051,10.0,92.5,2.85,31.2
1232.264,5978,10.1,92.7,2.86,31.1
1232.304,5911,9.9,92.9,2.87,30.8
1232.344,5877,10.1,93.5,2.87,30.2
1232.384,5830,11.8,93.4,2.87,29.8
1232.424,5778,13.4,93.2,2.87,30.3
1232.464,5668,13.8,93.4,2.87,31.0
1232.504,5612,16.0,93.4,2.87,30.9
1232.544,5658,24.5,93.6,2.87,30.3
1232.584,5948,32.8,93.5,2.86,30.1
1232.624,6551,31.9,93.5,2.86,30.4
1232.664,7021,20.7,93.5,2.87,30.5
1232.704,6774,15.4,93.8,2.86,30.5
1232.744,6908,16.2,94.1,2.86,30.7
1232.784,6714,18.7,94.0,2.85,31.3
1232.824,6771,19.1,94.0,2.86,32.0
1232.864,6793,17.3,93.7,2.86,32.5
1232.904,6828,15.6,93.5,2.87,32.7
1232.944,6761,15.1,93.2,2.87,32.7
1232.984,6690,14.0,92.8,2.85,33.2
1233.024,6693,12.8,92.7,2.86,33.7
1233.064,6827,12.4,92.9,2.87,33.3
1233.104,6622,10.8,92.7,2.85,33.2
1233.144,6457,8.8,92.4,2.81,33.1
1233.184,6333,7.8,92.2,2.81,33.2
1233.224,6406,8.2,92.3,2.81,33.0
1233.264,6435,9.6,92.7,2.80,33.1
1233.304,6434,11.1,92.8,2.81,32.9
1233.344,6533,14.3,92.7,2.82,33.1
1233.384,6612,17.9,92.7,2.81,33.1
1233.424,6683,18.9,92.4,2.81,33.6
1233.464,6607,19.0,92.3,2.82,33.8
1233.504,6558,19.0,92.2,2.83,33.7
1233.544,6716,19.0,92.3,2.85,34.4
1233.584,6805,19.0,92.6,2.85,35.1
1233.624,6816,19.1,92.6,2.86,35.3
1233.664,6851,19.0,92.6,2.86,34.9
1233.704,6942,19.0,92.4,2.86,35.4
1233.744,6895,19.0,92.7,2.86,36.1
1233.784,6933,19.1,93.2,2.87,36.3
1233.824,6954,20.2,93.7,2.86,36.1
1233.864,6997,24.5,93.7,2.87,36.6
1233.904,7091,29.9,93.6,2.86,37.1
1233.944,7253,33.1,93.4,2.86,37.1
1233.984,7291,34.5,93.1,2.87,36.9
1234.024,7433,35.0,93.2,2.87,37.5
1234.064,7580,35.3,93.5,2.87,38.2
1234.104,7793,35.5,93.8,2.87,38.3
1234.144,7952,35.6,94.1,2.86,38.5
1234.184,8087,35.6,94.2,2.85,39.2
1234.224,8128,34.7,94.4,2.85,40.1
1234.264,8185,32.6,94.4,2.86,40.6
1234.304,8266,31.6,94.4,2.86,41.0
1234.344,8363,31.4,94.3,2.86,41.5
1234.384,8468,31.3,94.3,2.86,42.2
1234.424,8459,31.2,94.3,2.87,42.1
1234.464,8506,31.1,94.3,2.85,42.6
1234.504,8624,31.1,94.2,2.84,43.4
1234.544,8698,31.1,94.0,2.86,43.1
1234.584,8756,31.7,94.0,2.86,43.7
1234.624,8866,32.1,94.0,2.85,44.3
1234.664,8983,33.1,93.8,2.85,44.6
1234.704,9051,34.1,93.8,2.85,45.0
1234.744,9117,36.5,93.7,2.85,45.7
1234.784,9227,38.0,93.8,2.84,46.1
1234.824,9338,41.4,93.7,2.84,46.4
1234.864,9500,43.7,93.6,2.84,47.3
1234.904,9648,49.5,93.7,2.84,47.7
1234.944,9735,54.3,93.5,2.83,48.4
1234.984,9897,57.7,93.4,2.82,49.1
1235.024,10070,62.9,93.2,2.82,49.6
1235.064,10243,66.2,92.7,2.81,50.0
1235.104,10369,67.6,92.4,2.80,51.1
1235.144,10522,69.2,91.9,2.82,51.7
1235.184,10647,69.7,91.8,2.80,52.3
1235.224,10988,69.9,91.1,2.80,53.1
1235.264,11104,69.6,91.4,2.80,53.1
1235.304,11089,64.2,91.6,2.80,53.8
1235.344,11067,50.4,91.9,2.83,54.8
1235.384,11040,38.6,91.9,2.84,55.1
1235.424,11101,33.9,92.2,2.83,55.8
1235.464,11195,32.1,92.3,2.83,56.4
1235.504,11215,25.6,92.3,2.83,56.3
1235.544,11119,18.6,92.3,2.83,56.4
1235.584,10888,15.1,92.5,2.83,56.6
1235.624,10473,12.8,92.5,2.84,56.1
1235.664,10068,11.0,92.5,2.83,55.8
1235.704,9894,9.8,92.8,2.83,55.3
1235.744,10037,9.1,93.2,2.84,54.9
1235.784,9915,8.9,93.5,2.84,53.7
1235.824,10034,9.0,93.5,2.83,52.6
1235.864,9925,9.1,93.2,2.82,52.3
1235.904,9893,9.1,93.2,2.83,50.9
1235.944,9719,9.2,93.2,2.83,49.7
1235.984,9608,9.2,93.2,2.84,49.8
1236.024,9466,9.2,92.7,2.84,48.8
1236.064,9341,9.2,92.9,2.83,48.1
1236.104,9197,9.0,93.2,2.84,46.6
1236.144,9045,9.0,93.9,2.84,46.5
1236.184,8893,9.0,93.9,2.84,46.1
1236.224,8749,9.0,94.0,2.84,46.0
1236.264,8586,9.1,94.1,2.83,45.6
1236.304,8514,9.2,94.2,2.82,44.9
1236.344,8466,9.1,94.2,2.84,44.4
1236.384,8426,9.2,94.0,2.84,43.8
1236.424,8357,9.2,93.9,2.84,43.2
1236.464,8173,9.2,93.9,2.84,43.3
1236.504,8141,9.2,94.1,2.85,42.6
1236.544,8066,9.2,94.1,2.84,41.7
1236.584,7936,9.3,94.2,2.85,41.2
1236.624,7838,9.3,94.1,2.85,41.0
1236.664,7735,9.3,93.8,2.84,39.8
1236.704,7616,9.3,93.8,2.84,39.5
1236.744,7548,9.3,93.8,2.83,38.6
1236.784,7415,9.0,93.9,2.84,38.4
1236.824,7314,8.7,93.9,2.85,37.6
1236.864,7239,8.5,93.8,2.86,37.0
1236.904,7128,8.2,93.7,2.85,36.7
1236.944,7073,8.2,93.7,2.85,36.3
1236.984,6971,8.0,93.8,2.85,35.5
1237.024,6905,8.1,93.8,2.86,35.6
1237.064,6851,8.0,93.7,2.86,35.1
1237.104,6812,8.0,93.5,2.86,35.2
1237.144,6764,8.1,93.3,2.86,34.6
1237.184,6739,8.8,93.1,2.86,34.6
1237.224,6640,9.7,92.9,2.86,34.8
1237.264,6695,10.2,93.0,2.87,35.1
1237.304,6641,11.4,93.2,2.87,34.8
1237.344,6563,14.2,93.4,2.86,34.7
1237.384,6505,15.8,93.3,2.86,34.9
1237.424,6505,17.3,93.2,2.86,34.9
1237.464,6555,18.6,93.1,2.87,34.5
1237.504,6746,20.1,92.8,2.86,34.6
1237.544,6953,21.3,92.7,2.86,34.1
1237.584,6965,21.4,92.5,2.86,34.1
1237.624,7009,21.4,92.7,2.86,33.9
1237.664,6837,21.2,92.8,2.86,33.4
1237.704,6551,17.5,93.0,2.86,33.4
1237.744,6599,14.5,93.0,2.86,34.0
1237.784,6758,13.7,92.8,2.86,33.7
1237.824,6751,13.6,92.7,2.86,33.6
1237.864,6743,13.7,92.6,2.86,34.4
1237.904,6758,13.7,92.3,2.86,34.9
1237.944,6802,13.7,92.0,2.86,34.5
1237.984,6827,13.8,91.7,2.87,34.5
1238.024,6778,13.9,91.9,2.87,35.2
1238.064,6822,13.5,92.2,2.85,35.8
1238.104,6829,12.8,92.5,2.86,35.4
1238.144,6841,12.4,92.7,2.85,35.2
1238.184,6754,12.2,92.7,2.87,35.6
1238.224,6781,12.1,92.5,2.86,36.2
1238.264,6770,12.0,92.2,2.86,35.6
1238.304,6755,11.9,91.9,2.87,35.4
1238.344,6761,12.1,92.2,2.87,35.7
1238.384,6761,13.6,92.3,2.87,36.1
1238.424,6763,16.9,92.4,2.86,35.7
1238.464,6825,20.4,92.3,2.86,35.3
1238.504,6905,23.2,92.2,2.86,35.5
1238.544,6975,24.2,92.2,2.86,36.0
1238.584,7013,24.4,92.2,2.86,35.5
1238.624,6991,24.5,92.5,2.86,35.4
1238.664,7075,24.6,92.7,2.87,35.8
1238.704,7048,24.7,93.1,2.87,36.1
1238.744,7153,24.7,93.0,2.87,36.0
1238.784,7163,24.7,93.1,2.87,36.0
1238.824,7205,24.7,92.9,2.87,36.3
1238.864,7279,24.8,93.0,2.87,36.9
1238.904,7402,26.4,93.2,2.86,36.8
1238.944,7473,29.3,93.4,2.86,37.0
1238.984,7568,30.7,93.7,2.86,37.4
1239.024,7649,34.0,93.8,2.86,38.3
1239.064,7796,38.5,93.9,2.85,38.3
1239.104,7984,42.4,94.0,2.85,38.7
1239.144,8080,44.8,94.1,2.84,39.7
1239.184,8183,46.7,94.1,2.84,40.3
1239.224,8365,47.0,94.1,2.84,40.8
1239.264,8517,46.8,94.1,2.83,41.6
1239.304,8651,45.0,94.1,2.83,42.6
1239.344,8789,42.8,94.1,2.83,42.9
1239.384,8989,41.7,94.1,2.83,43.6
1239.424,9063,40.9,94.1,2.85,44.7
1239.464,9173,39.9,94.1,2.84,45.0
1239.504,9291,39.7,94.0,2.84,46.0
1239.544,9415,39.2,93.8,2.84,46.8
1239.584,9510,38.8,93.8,2.83,47.1
1239.624,9592,38.5,93.7,2.84,47.6
1239.664,9690,38.5,93.9,2.85,48.3
1239.704,9776,38.3,94.0,2.85,48.9
1239.744,9906,38.4,94.1,2.83,49.1
1239.784,9990,38.2,94.0,2.85,49.9
1239.824,10051,38.1,93.7,2.84,50.2
1239.864,10148,38.3,93.4,2.83,50.4
1239.904,10267,38.8,93.3,2.83,51.6
1239.944,10354,40.9,93.3,2.83,51.4
1239.984,10434,44.6,93.6,2.83,51.5
1240.024,10509,49.0,93.5,2.83,52.5
1240.064,10676,51.5,93.2,2.82,52.6
1240.104,10856,52.7,92.7,2.81,53.3
1240.144,10886,53.2,92.7,2.82,54.0
1240.184,10974,53.4,92.7,2.82,54.3
1240.224,11047,53.4,93.0,2.82,54.9
1240.264,11168,53.4,93.0,2.81,55.5
1240.304,11300,53.3,92.7,2.82,55.7
1240.344,11381,53.4,92.6,2.81,56.6
1240.384,11483,52.9,92.0,2.82,57.1
1240.424,11633,50.5,92.4,2.80,57.7
1240.464,11680,41.4,92.3,2.82,58.5
1240.504,11614,25.3,92.8,2.84,58.6
1240.544,11444,13.6,92.9,2.83,59.1
1240.584,11090,10.9,92.4,2.83,59.0
1240.624,10661,10.1,92.3,2.83,59.3
1240.664,10169,9.5,92.5,2.84,59.5
1240.704,9757,8.9,93.2,2.83,59.0
1240.744,9295,8.7,93.8,2.84,58.9
1240.784,8827,8.1,94.2,2.83,58.5
1240.824,8409,6.8,94.5,2.84,58.8
1240.864,7974,6.2,94.6,2.84,58.6
1240.904,7556,6.3,94.6,2.86,59.0
1240.944,7195,13.3,94.4,2.85,58.7
1240.984,6966,28.5,94.4,2.84,58.6
1241.024,7184,40.9,94.4,2.84,58.8
1241.064,7749,46.5,94.5,2.83,58.5
1241.104,8658,49.4,94.5,2.82,58.2
1241.144,9437,51.5,94.4,2.82,58.6
1241.184,9288,50.5,94.3,2.82,58.7
1241.224,8759,37.0,94.1,2.84,59.8
1241.264,8444,26.6,94.2,2.84,60.0
1241.304,8548,26.1,94.2,2.84,60.9
1241.344,8631,27.3,94.1,2.84,61.1
1241.384,8666,28.2,94.1,2.83,61.8
1241.424,8699,28.8,94.2,2.83,61.7
1241.464,8723,29.0,94.2,2.84,61.8
1241.504,8780,29.3,94.3,2.82,62.6
1241.544,8861,29.9,94.3,2.83,62.6
1241.584,8866,30.5,94.3,2.84,63.3
1241.624,8898,30.4,94.1,2.84,63.6
1241.664,9001,30.4,94.0,2.84,63.7
1241.704,9016,30.5,93.9,2.83,64.0
1241.744,9013,30.5,94.0,2.84,64.6
1241.784,9133,31.0,94.1,2.83,64.7
1241.824,9155,32.1,94.1,2.84,64.5
1241.864,9192,32.5,94.0,2.84,65.3
1241.904,9224,32.5,94.0,2.84,65.6
1241.944,9234,32.6,93.9,2.84,66.1
1241.984,9268,32.7,93.9,2.84,66.1
1242.024,9353,32.8,93.9,2.84,66.5
1242.064,9352,32.9,94.0,2.83,67.0
1242.104,9425,32.8,93.9,2.83,67.3
1242.144,9465,32.7,93.8,2.83,67.3
1242.184,9504,32.6,93.8,2.83,67.9
1242.224,9522,32.7,93.8,2.82,68.0
1242.264,9596,32.6,93.9,2.82,67.8
1242.304,9604,32.5,93.9,2.83,68.5
1242.344,9727,31.7,93.8,2.81,68.5
1242.384,9763,31.4,93.7,2.83,68.9
1242.424,9707,30.8,93.7,2.82,69.5
1242.464,9721,28.8,93.9,2.83,69.9
1242.504,9786,27.6,94.0,2.82,69.6
1242.544,9800,27.1,94.0,2.82,70.1
1242.584,9791,26.1,93.9,2.84,70.2
1242.624,9772,25.8,94.0,2.83,70.3
1242.664,9762,25.5,93.7,2.83,70.4
1242.704,9810,25.5,93.7,2.83,70.8
1242.744,9835,25.5,93.7,2.84,70.5
1242.784,9791,25.5,93.8,2.84,70.5
1242.824,9771,25.2,93.9,2.84,70.5
1242.864,9761,23.3,93.8,2.83,70.5
1242.904,9690,18.8,93.8,2.83,70.8
1242.944,9609,15.8,93.7,2.83,70.5
1242.984,9420,13.0,93.6,2.83,70.2
1243.024,9178,11.4,93.7,2.83,70.6
1243.064,9061,10.8,93.8,2.84,69.6
1243.104,9434,10.9,93.9,2.84,69.2
1243.144,9322,11.7,94.0,2.83,68.5
1243.184,9286,11.7,93.9,2.84,67.7
1243.224,9318,11.7,93.9,2.83,67.0
1243.264,9178,11.6,93.8,2.83,66.2
1243.304,9101,11.7,94.1,2.84,65.6
1243.344,8971,11.6,93.9,2.84,65.4
1243.384,8873,11.6,93.9,2.83,64.6
1243.424,8842,11.4,93.8,2.83,64.5
1243.464,8782,11.5,93.8,2.84,63.5
1243.504,8742,11.5,94.0,2.83,63.0
1243.544,8658,11.4,94.1,2.85,63.0
1243.584,8582,11.5,94.1,2.83,61.9
1243.624,8499,11.5,94.0,2.82,61.5
1243.664,8446,11.5,93.9,2.83,61.2
1243.704,8347,11.6,93.9,2.84,60.6
1243.744,8274,11.5,93.7,2.83,59.6
1243.784,8213,11.5,93.2,2.84,59.7
1243.824,8146,11.5,92.8,2.84,59.4
1243.864,8134,11.5,92.5,2.84,58.8
1243.904,8058,11.5,92.9,2.85,58.1
1243.944,7974,11.5,93.0,2.84,57.8
1243.984,7883,11.5,92.8,2.84,56.8
1244.024,7824,11.5,92.3,2.85,56.4
1244.064,7773,11.4,92.2,2.85,56.0
1244.104,7680,11.5,92.1,2.84,55.8
1244.144,7621,11.4,92.1,2.85,55.2
1244.184,7558,11.4,92.2,2.85,54.1
1244.224,7467,11.4,92.3,2.84,53.5
1244.264,7376,11.3,92.4,2.85,53.4
1244.304,7311,11.2,92.4,2.83,52.7
1244.344,7214,11.1,92.7,2.85,52.3
1244.384,7238,10.9,93.1,2.85,52.0
1244.424,7120,10.9,93.1,2.85,51.5
1244.464,7067,10.8,92.9,2.85,51.1
1244.504,7050,10.7,92.7,2.85,50.3
1244.544,7015,10.6,92.7,2.85,50.1
1244.584,6935,10.4,92.8,2.86,49.7
1244.624,6904,10.5,92.6,2.84,49.1
1244.664,6845,10.5,92.4,2.86,48.8
1244.704,6797,11.7,92.1,2.86,48.4
1244.744,6753,13.0,92.2,2.86,48.0
1244.784,6737,13.5,92.3,2.85,48.1
1244.824,6747,14.0,92.4,2.85,47.7
1244.864,6823,14.4,92.3,2.85,47.2
1244.904,6800,14.6,92.5,2.86,46.8
1244.944,6799,15.0,92.3,2.86,46.6
1244.984,6867,14.9,92.1,2.86,46.2
1245.024,6864,14.1,91.9,2.86,46.1
1245.064,6869,12.8,91.5,2.86,45.8
1245.104,6868,11.3,91.5,2.86,45.5
1245.144,6841,15.0,90.9,2.85,44.7
1245.184,6975,37.0,90.9,2.84,44.7
1245.224,7490,62.5,91.0,2.84,44.6
1245.264,8342,76.2,92.0,2.82,43.8
1245.304,9335,76.2,92.8,2.81,43.8
1245.344,9988,54.3,93.5,2.80,43.5
1245.384,10602,27.8,93.7,2.84,43.0
1245.424,11054,16.5,93.6,2.84,42.7
1245.464,11184,11.3,93.5,2.83,42.7
1245.504,10908,9.8,93.2,2.82,42.3
1245.544,10510,9.1,93.0,2.83,41.7
1245.584,10052,8.5,92.6,2.83,41.5
1245.624,9580,7.7,92.4,2.83,41.5
1245.664,9099,6.9,92.5,2.82,40.5
1245.704,8667,6.0,92.7,2.83,40.3
1245.744,8240,5.0,93.0,2.83,40.2
1245.784,7793,4.6,92.9,2.84,39.8
1245.824,7365,4.4,93.1,2.83,39.4
1245.864,6999,4.0,93.1,2.85,39.7
1245.904,6677,3.6,93.2,2.85,39.3
1245.944,6399,3.3,92.5,2.85,38.7
1245.984,6089,3.3,91.8,2.84,38.5
1246.024,5773,3.5,91.7,2.85,38.8
1246.064,5510,4.3,91.9,2.85,38.2
1246.104,5492,4.5,92.6,2.86,37.9
1246.144,5871,5.5,92.9,2.86,38.0
1246.184,5848,7.7,93.1,2.84,37.7
1246.224,6300,10.7,93.5,2.85,36.5
1246.264,6435,11.8,93.5,2.85,35.7
1246.304,6771,11.9,93.4,2.85,35.4
1246.344,6961,12.1,92.9,2.85,35.0
1246.384,6946,12.3,92.7,2.85,34.4
1246.424,6884,12.2,92.5,2.85,34.2
1246.464,6874,12.0,92.9,2.86,34.7
1246.504,6813,12.0,92.8,2.85,35.1
1246.544,6797,12.0,92.6,2.85,34.7
1246.584,6789,12.9,92.4,2.85,34.6
1246.624,6790,14.4,92.5,2.85,34.8
1246.664,6852,15.5,92.8,2.85,35.3
1246.704,6876,15.7,92.8,2.86,34.8
1246.744,6915,15.7,92.6,2.86,34.5
1246.784,6993,15.8,92.3,2.85,34.6
1246.824,6944,15.8,92.4,2.85,34.9
1246.864,6777,15.3,92.6,2.86,34.7
1246.904,6736,13.3,92.7,2.86,34.4
1246.944,6778,12.5,92.4,2.86,34.5
1246.984,6789,12.1,92.0,2.86,34.9
1247.024,6777,11.6,91.8,2.86,34.9
1247.064,6812,10.9,92.1,2.86,34.5
1247.104,6752,10.6,92.4,2.86,34.7
1247.144,6748,10.4,92.6,2.85,34.7
1247.184,6710,10.4,92.8,2.86,34.9
1247.224,6716,10.3,92.7,2.86,35.6
1247.264,6671,10.4,92.8,2.87,35.8
1247.304,6650,11.4,92.6,2.86,35.7
1247.344,6603,13.8,92.8,2.87,35.8
1247.384,6630,15.9,92.8,2.87,36.1
1247.424,6672,17.4,92.7,2.87,36.2
1247.464,6745,19.4,92.8,2.86,35.8
1247.504,6905,22.1,92.1,2.87,36.0
1247.544,7012,23.9,92.1,2.87,36.2
1247.584,6978,24.7,92.1,2.87,36.2
1247.624,6943,24.9,92.7,2.88,36.0
1247.664,6946,24.9,92.9,2.87,36.2
1247.704,7087,24.9,92.8,2.87,36.5
1247.744,7136,24.4,92.6,2.87,36.8
1247.784,7156,23.2,92.5,2.87,36.3
1247.824,7060,20.8,92.7,2.87,36.5
1247.864,7059,18.7,92.8,2.87,36.9
1247.904,7101,17.5,92.6,2.87,37.1
1247.944,7061,15.9,92.4,2.87,36.9
1247.984,7128,15.4,92.5,2.86,36.9
1248.024,7152,15.4,92.6,2.86,37.1
1248.064,7078,15.2,92.7,2.86,36.8
1248.104,7120,15.2,92.3,2.86,36.2
1248.144,7176,14.8,92.0,2.87,36.0
1248.184,7161,13.9,92.0,2.86,36.9
1248.224,7118,13.1,92.0,2.86,37.2
1248.264,7108,12.7,91.9,2.86,36.7
1248.304,7063,12.6,91.8,2.87,36.8
1248.344,7049,12.3,91.6,2.87,37.1
1248.384,7072,12.4,91.8,2.87,36.8
1248.424,7070,12.5,91.6,2.87,36.4
1248.464,7032,12.6,91.5,2.87,36.7
1248.504,7013,12.7,91.1,2.87,37.6
1248.544,6989,12.8,90.8,2.86,37.6
1248.584,6977,13.2,90.5,2.86,36.9
1248.624,6995,13.9,89.2,2.87,36.9
1248.664,6977,14.2,89.7,2.86,37.3
1248.704,6933,14.2,90.1,2.87,37.1
1248.744,6922,13.3,90.7,2.86,36.7
1248.784,6962,12.4,91.4,2.87,36.9
1248.824,6913,12.2,91.5,2.86,37.0
1248.864,6869,11.8,91.2,2.87,36.6
1248.904,6819,10.9,91.3,2.86,36.3
1248.944,6756,10.3,91.5,2.86,36.1
1248.984,6749,9.7,91.7,2.86,36.2
1249.024,6711,9.1,91.6,2.86,35.3
1249.064,6648,7.4,91.1,2.87,34.4
1249.104,6555,5.3,91.0,2.87,34.2
1249.144,6347,3.8,91.4,2.86,34.5
1249.184,6174,3.3,91.7,2.81,34.4
1249.224,6205,3.4,91.5,2.76,34.6
1249.264,6407,8.2,91.2,2.76,34.1
1249.304,6454,19.3,90.9,2.78,33.6
1249.344,6504,21.1,91.0,2.78,33.7
1249.384,6618,21.1,90.9,2.80,33.5
1249.424,6698,21.1,91.2,2.83,33.5
1249.464,6845,21.2,91.0,2.84,33.4
1249.504,6932,22.7,91.4,2.85,33.8
1249.544,6992,26.3,91.8,2.85,34.1
1249.584,6834,27.6,92.6,2.85,34.3
1249.624,6779,27.3,92.7,2.86,34.1
1249.664,6920,25.2,92.5,2.86,34.6
1249.704,6970,24.5,92.2,2.86,35.3
1249.744,7032,24.3,92.0,2.87,36.0
1249.784,7248,24.1,91.9,2.86,36.2
1249.824,7201,22.3,92.2,2.86,36.5
1249.864,7077,18.3,92.5,2.87,36.8
1249.904,7105,17.2,92.8,2.87,37.1
1249.944,7099,17.1,93.0,2.86,36.7
1249.984,7054,17.0,93.1,2.86,36.9
1250.024,7138,16.9,93.2,2.87,37.5
1250.064,7125,16.9,93.0,2.87,37.8
1250.104,7114,17.0,92.7,2.87,37.3
1250.144,7174,17.3,92.7,2.86,37.6
1250.184,7174,17.7,92.5,2.87,37.8
1250.224,7170,18.4,92.6,2.86,37.5
1250.264,7171,18.7,92.3,2.87,37.2
1250.304,7254,19.1,92.5,2.86,37.0
1250.344,7274,19.1,92.5,2.87,37.1
1250.384,7242,19.1,92.6,2.86,36.9
1250.424,7238,19.2,92.4,2.85,36.5
1250.464,7392,19.2,92.5,2.86,36.5
1250.504,7433,19.1,92.5,2.86,37.2
1250.544,7376,18.4,92.7,2.86,37.7
1250.584,7344,18.5,92.7,2.85,37.6
1250.624,7406,23.1,92.6,2.87,37.6
1250.664,7591,31.2,91.9,2.85,38.0
1250.704,7779,39.2,91.6,2.85,38.4
1250.744,7915,41.8,91.8,2.85,38.4
1250.784,8085,42.4,92.6,2.84,38.7
1250.824,8206,43.1,93.4,2.85,40.0
1250.864,8304,43.3,93.6,2.84,40.7
1250.904,8345,43.4,93.6,2.85,40.8
1250.944,8490,43.4,93.6,2.85,41.6
1250.984,8626,43.4,93.5,2.85,42.5
1251.024,8759,43.5,93.5,2.85,42.5
1251.064,9006,43.5,93.6,2.84,43.0
1251.104,9130,43.4,93.6,2.85,44.5
1251.144,9170,43.4,93.6,2.83,44.7
1251.184,9298,43.3,93.5,2.85,45.5
1251.224,9420,43.8,93.3,2.84,46.4
1251.264,9493,46.1,93.1,2.84,46.9
1251.304,9620,49.9,92.9,2.83,47.8
1251.344,9820,56.3,92.9,2.82,48.6
1251.384,9977,61.8,92.9,2.82,49.2
1251.424,10170,63.3,92.6,2.82,49.6
1251.464,10346,64.1,92.3,2.81,50.3
1251.504,10504,63.6,91.7,2.81,51.0
1251.544,10759,62.7,91.5,2.81,51.7
1251.584,10780,58.7,91.2,2.82,52.7
1251.624,10725,45.2,91.2,2.82,53.4
1251.664,10784,29.9,91.0,2.84,54.2
1251.704,10838,22.6,91.6,2.83,54.5
1251.744,10854,13.7,92.1,2.83,54.3
1251.784,10685,3.7,92.8,2.84,54.3
1251.824,10317,0.1,92.8,2.81,53.9
1251.864,9899,0.0,92.7,2.83,53.3
1251.904,9538,0.0,92.7,2.83,54.1
1251.944,9668,0.0,93.1,2.83,52.6
1251.984,9497,0.0,93.4,2.83,51.6
1252.024,9514,0.0,93.6,2.84,51.1
1252.064,9484,0.0,93.4,2.83,49.9
1252.104,9353,0.0,93.1,2.84,49.3
1252.144,9403,0.0,93.0,2.84,48.3
1252.184,9278,0.0,93.1,2.84,47.6
1252.224,9174,0.0,93.4,2.84,46.5
1252.264,9042,0.0,93.4,2.83,46.6
1252.304,8862,0.0,93.4,2.84,44.8
1252.344,8739,0.0,93.5,2.84,44.2
1252.384,8537,0.0,93.3,2.83,44.2
1252.424,8368,0.0,93.1,2.84,43.3
1252.464,8263,0.0,93.0,2.84,42.6
1252.504,8178,0.0,93.1,2.85,42.1
1252.544,8094,0.0,93.4,2.85,41.4
1252.584,7973,0.0,93.3,2.85,40.7
1252.624,7846,0.0,93.1,2.85,40.0
1252.664,7695,0.0,93.1,2.85,39.6
1252.704,7563,0.0,93.1,2.86,39.0
1252.744,7442,0.0,93.2,2.85,38.1
1252.784,7336,0.0,93.1,2.86,37.5
1252.824,7153,0.0,92.7,2.85,37.2
1252.864,7061,0.0,92.6,2.85,36.3
1252.904,6987,0.0,92.5,2.85,35.2
1252.944,6841,0.0,92.6,2.86,34.7
1252.984,6672,0.0,92.4,2.85,34.4
1253.024,6577,0.0,92.2,2.86,33.6
1253.064,6443,0.0,91.9,2.86,32.9
1253.104,6339,0.0,91.8,2.87,32.3
1253.144,6201,0.0,91.6,2.89,31.7
1253.184,6068,0.0,91.8,2.89,31.2
1253.224,5951,0.0,92.1,2.90,30.4
1253.264,5839,0.0,92.5,2.90,29.5
1253.304,5750,0.0,92.4,2.91,28.9
1253.344,5600,0.0,91.8,2.91,28.3
1253.384,5465,0.0,91.6,2.90,27.8
1253.424,5401,0.0,91.3,2.91,27.4
1253.464,5351,0.0,91.6,2.90,26.9
1253.504,5213,0.0,91.7,2.91,26.1
1253.544,5063,0.0,91.5,2.89,25.2
1253.584,4909,0.0,91.0,2.91,25.1
1253.624,4788,0.0,90.4,2.90,26.0
1253.664,4742,0.0,88.6,2.91,25.5
1253.704,4681,0.0,84.8,2.90,24.7
1253.744,4573,0.0,84.5,2.91,23.9
1253.784,4389,0.0,86.3,2.92,23.5
1253.824,4228,0.1,89.7,2.91,23.4
1253.864,4169,2.8,85.3,2.90,23.1
1253.904,4087,24.5,84.0,2.88,22.9
1253.944,4046,42.6,83.7,2.88,22.4
1253.984,4128,44.5,84.4,2.89,22.0
1254.024,4018,33.4,89.5,2.89,21.7
1254.064,3834,17.9,90.1,2.90,22.0
1254.104,3753,19.1,90.0,2.89,22.0
1254.144,3784,33.1,85.0,2.88,21.7
1254.184,3791,41.2,83.0,2.88,21.1
1254.224,3698,33.2,82.5,2.88,21.0
1254.264,3597,17.8,83.5,2.89,20.9
1254.304,3556,24.8,84.7,2.89,20.8
1254.344,3486,36.7,89.6,2.88,21.0
1254.384,3442,39.7,90.1,2.89,21.1
1254.424,3375,41.8,90.1,2.89,20.8
1254.464,3390,41.8,88.8,2.88,20.4
1254.504,3431,29.9,84.8,2.89,19.9
1254.544,3443,31.6,89.7,2.89,19.5
1254.584,3532,60.3,90.7,2.88,19.5
1254.624,3623,81.2,91.3,2.87,19.6
1254.664,3797,81.9,91.7,2.86,19.4
